Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
ESM-2,dbAMP,0.7710516103996896,0.5916933675763107,0.49276716841791723,0.5315252759084294,0.7408595200933143,0.9054557264275935,0.8902046783625731,0.7784461559561962,0.38933151962689466
ESM-2,DRAMP,0.7106299212598425,0.6623931623931624,0.414247311827957,0.4611344537815125,0.8091509032397534,,0.8006802721088435,0.7779767888147675,0.8487956487956488
