Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
ProtT5,dbAMP,0.7229336437718277,0.22759022118742725,0.25,0.23826934795856186,0.599535097977606,0.5996316840306609,0.6141777207245755,0.5853220481734538,0.5990089389817335
ProtT5,DRAMP,0.6751968503937008,0.6293055555555556,0.6544389302453819,0.6390766823161189,0.7862142880262749,,0.6759637188208617,0.7804258430046607,0.9022533022533022
