Model,Dataset,Subset_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUC,AUC_antimicrobial,AUC_antiviral,AUC_antifungal,AUC_anticancer
Baseline-LR (k=3),dbAMP,0.6290259992239038,0.4355082932417652,0.4805547317145821,0.4551938838902564,0.7400176921819643,0.8586550562253887,0.8061243046640992,0.6566400281259719,0.6386513797123979
Baseline-LR (k=3),DRAMP,0.6082677165354331,0.5005999127399651,0.6120209539564379,0.541714529898821,0.725396240456096,,0.6333333333333333,0.6667093118888787,0.8761460761460761
